KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1068.75,834.56 (-21.9 %),916.70 (-14.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),82.14 (+7.7 %)
Energy bought (kWh),5853.9,5300.1 (-9.5 %),5643.5 (-3.6 %)
Energy sold (kWh),712.2,39.4 (-94.5 %),384.4 (-46.0 %)
