KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,562.65,256.21 (-54.5 %),376.94 (-33.0 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),120.73 (+21.5 %)
Energy bought (kWh),3082.3,1607.0 (-47.9 %),2336.4 (-24.2 %)
Energy sold (kWh),2034.4,382.1 (-81.2 %),1112.9 (-45.3 %)
