KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,449.84,360.49 (-19.9 %),396.62 (-11.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),36.14 (+8.0 %)
Energy bought (kWh),6029.8,4680.8 (-22.4 %),5240.6 (-13.1 %)
Energy sold (kWh),2108.6,611.2 (-71.0 %),1186.1 (-43.8 %)
