controller,label,causal,Cost_EUR,Cost_EUR_Closed,Terminal_SOC_Adj_EUR,Energy_EUR,Power_EUR,Fixed_EUR,Cost_EUR_Total,Final_SOC_kWh,Charged_kWh,Discharged_kWh,Grid_Charged_kWh,Curtailed_kWh,Import_kWh,Export_kWh,Peak_Import_kW,Equivalent_Full_Cycles,N_Solves,SOC_Drift_kWh,Runtime_s,Agreed_Power_Iters,Agreed_Power_Converged
no_battery,No battery,True,460.2859668538997,460.2859668538997,0.0,426.6306396701,33.65532718379999,151.09980228671617,611.3857691406158,4.0,0.0,0.0,0.0,0.0,5965.68900000052,2546.179999999983,7.554,0.0,0,0.0,0.6223151683807373,1,True
self_consumption,Self-consumption,True,424.03565009059923,423.7919577839947,-0.24369230660452354,392.1904830201993,31.845167070399995,147.63280075390438,571.424758537899,6.842105263157898,705.2625429362877,633.7994450000033,0.0,0.0,5331.889554999983,1840.9174570637128,7.554,63.37994450000033,0,0.0,1.2727651596069336,2,True
fixed_schedule,Fixed schedule,True,443.53454038359973,443.2822737180591,-0.2522666655406084,415.54634886989976,27.988191513700006,139.17106215218112,582.4533358702403,6.942105263157896,869.8280648199441,782.2248284999986,641.3394149584494,0.0,5824.8035864588865,2317.6913501384984,7.554,78.22248284999986,0,5.551115123125783e-17,1.9676482677459717,3,True
delayed_pv_charge,Delayed PV charge,True,426.0026624538009,425.75897014719635,-0.24369230660452354,394.1411449632005,31.861517490599994,148.0068007218904,573.7657708690867,6.842105263157898,671.0957789228772,602.9639404779025,0.0,0.0,5362.725059522084,1875.08422107712,7.554,60.29639404779025,0,5.551115123125783e-17,1.2611229419708252,2,True
price_threshold,Price threshold,True,427.6660251536991,427.42233284709454,-0.24369230660452354,395.84850050399933,31.8175246497,147.5955214619027,575.0178543089972,6.842105263157898,869.4745506925204,782.0007820000027,248.5784066481995,0.0,5432.266624648208,1925.2838559556808,7.554,78.20007820000026,0,0.0,2.5653700828552246,4,True
price_rank_daily,Day-ahead price rank,True,426.6271432046997,426.38345089809513,-0.24369230660452354,394.9722260160996,31.65491718849999,148.15867394980697,574.5421248479021,6.842105263157898,851.7845957673115,766.0355976800033,195.4431542160664,0.0,5395.096556536062,1889.8385584487555,7.554,76.60355976800034,0,1.3877787807814457e-17,2.581885576248169,4,True
peak_shaving,Peak shaving,True,454.21673183259975,453.9595010645172,-0.25723076808255235,424.30796009060015,29.908771742,139.17410054877848,593.1336016132957,7.000000000000001,161.940151457736,143.30098669060683,104.05915963569478,0.0,5926.447172945678,2488.299008177944,7.554,14.330098669060684,0,0.0,2.034162998199463,3,True
self_consumption_peak_shaving,Self-consumption + peak shaving,True,431.12210108399887,430.8784087773943,-0.24369230660452354,403.6554485525996,27.4666525312,131.79796180991337,562.6763705873077,6.842105263157898,557.3267551292531,500.28739650413956,88.93506246046803,0.0,5554.336665956316,2077.7883073312123,7.554,50.028739650413954,0,0.0,3.482302188873291,5,True
tariff_arbitrage,Tariff arbitrage,True,435.86021032650035,435.6165180198958,-0.24369230660452354,407.16553465950045,28.694675666899997,131.86581930412547,567.4823373240213,6.842105263157898,1701.872568958064,1533.2399934846471,1431.2725429684394,0.0,5863.721549483846,2275.5799740103703,7.554,153.32399934846472,0,5.551115123125783e-17,4.406347274780273,5,True
price_oracle,Price threshold (foresight),False,425.97057884599997,425.7268865393954,-0.24369230660452354,394.2661184425999,31.7044604034,147.74170893717402,573.4685954765695,6.842105263157898,816.9910631578945,734.6344345000034,166.92397063711923,0.0,5397.978536137122,1896.1129074792264,7.554,73.46344345000034,0,5.551115123125783e-17,2.7106924057006836,4,True
