KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,304.47,284.13 (-6.7 %),298.29 (-2.0 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),14.16 (+4.7 %)
Energy bought (kWh),3740.4,3494.0 (-6.6 %),3712.3 (-0.8 %)
Energy sold (kWh),285.4,12.3 (-95.7 %),236.8 (-17.0 %)
