KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,404.93,209.03 (-48.4 %),348.34 (-14.0 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),139.32 (+34.4 %)
Energy bought (kWh),2330.6,1770.3 (-24.0 %),2851.2 (+22.3 %)
Energy sold (kWh),782.1,30.8 (-96.1 %),1106.2 (+41.4 %)
