KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1636.31,1343.94 (-17.9 %),1419.92 (-13.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),75.98 (+4.6 %)
Energy bought (kWh),8193.7,8030.3 (-2.0 %),8735.2 (+6.6 %)
Energy sold (kWh),321.3,9.8 (-97.0 %),678.3 (+111.1 %)
