KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1164.59,806.16 (-30.8 %),817.88 (-29.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),11.71 (+1.0 %)
Energy bought (kWh),5669.5,5404.5 (-4.7 %),5499.5 (-3.0 %)
Energy sold (kWh),591.3,18.3 (-96.9 %),126.2 (-78.7 %)
