KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,2374.06,2057.80 (-13.3 %),2124.98 (-10.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),67.18 (+2.8 %)
Energy bought (kWh),12190.6,11971.8 (-1.8 %),12381.7 (+1.6 %)
Energy sold (kWh),382.5,6.9 (-98.2 %),408.9 (+6.9 %)
