KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,426.56,388.40 (-8.9 %),413.00 (-3.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),24.60 (+5.8 %)
Energy bought (kWh),5156.5,4625.0 (-10.3 %),5023.1 (-2.6 %)
Energy sold (kWh),603.5,12.9 (-97.9 %),411.5 (-31.8 %)
