KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,466.98,425.28 (-8.9 %),456.29 (-2.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),31.01 (+6.6 %)
Energy bought (kWh),5853.9,5252.2 (-10.3 %),5763.7 (-1.5 %)
Energy sold (kWh),712.2,45.4 (-93.6 %),586.6 (-17.6 %)
