KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1172.85,819.66 (-30.1 %),911.57 (-22.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),91.90 (+7.8 %)
Energy bought (kWh),5669.5,5354.1 (-5.6 %),6041.0 (+6.6 %)
Energy sold (kWh),591.3,21.8 (-96.3 %),697.3 (+17.9 %)
