KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,673.56,416.10 (-38.2 %),558.02 (-17.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),141.92 (+21.1 %)
Energy bought (kWh),3304.8,2855.8 (-13.6 %),3901.9 (+18.1 %)
Energy sold (kWh),723.4,65.0 (-91.0 %),1074.5 (+48.5 %)
