KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,426.56,388.40 (-8.9 %),419.14 (-1.7 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),30.74 (+7.2 %)
Energy bought (kWh),5156.5,4625.0 (-10.3 %),5125.4 (-0.6 %)
Energy sold (kWh),603.5,12.9 (-97.9 %),513.6 (-14.9 %)
