KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,363.73,317.77 (-12.6 %),341.47 (-6.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),23.70 (+6.5 %)
Energy bought (kWh),4569.7,3910.9 (-14.4 %),4305.2 (-5.8 %)
Energy sold (kWh),768.3,36.2 (-95.3 %),424.1 (-44.8 %)
