KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,258.13,207.81 (-19.5 %),245.91 (-4.7 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),38.09 (+14.8 %)
Energy bought (kWh),3270.6,2497.4 (-23.6 %),3111.3 (-4.9 %)
Energy sold (kWh),1022.8,164.9 (-83.9 %),780.5 (-23.7 %)
