KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,211.46,120.11 (-43.2 %),169.03 (-20.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),48.92 (+23.1 %)
Energy bought (kWh),3082.3,1624.1 (-47.3 %),2415.6 (-21.6 %)
Energy sold (kWh),2034.4,418.8 (-79.4 %),1209.0 (-40.6 %)
