KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1636.31,1343.94 (-17.9 %),1421.34 (-13.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),77.40 (+4.7 %)
Energy bought (kWh),8193.7,8030.3 (-2.0 %),8424.5 (+2.8 %)
Energy sold (kWh),321.3,9.8 (-97.0 %),400.8 (+24.8 %)
