KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,490.13,426.42 (-13.0 %),489.70 (-0.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),63.28 (+12.9 %)
Energy bought (kWh),6218.9,5433.8 (-12.6 %),6515.9 (+4.8 %)
Energy sold (kWh),988.9,26.7 (-97.3 %),1106.3 (+11.9 %)
