KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,2374.06,2057.80 (-13.3 %),2117.99 (-10.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),60.19 (+2.5 %)
Energy bought (kWh),12190.6,11971.8 (-1.8 %),12383.0 (+1.6 %)
Energy sold (kWh),382.5,6.9 (-98.2 %),406.4 (+6.2 %)
