KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,471.40,262.51 (-44.3 %),354.22 (-24.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),91.70 (+19.5 %)
Energy bought (kWh),2330.6,1677.5 (-28.0 %),2330.2 (-0.0 %)
Energy sold (kWh),782.1,21.4 (-97.3 %),677.2 (-13.4 %)
