KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,177.93,132.75 (-25.4 %),157.94 (-11.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),25.19 (+14.2 %)
Energy bought (kWh),2330.6,1656.4 (-28.9 %),2064.2 (-11.4 %)
Energy sold (kWh),782.1,33.7 (-95.7 %),457.3 (-41.5 %)
