KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,242.88,202.85 (-16.5 %),228.48 (-5.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),25.63 (+10.6 %)
Energy bought (kWh),3185.0,2567.7 (-19.4 %),2995.5 (-5.9 %)
Energy sold (kWh),821.9,136.0 (-83.5 %),578.5 (-29.6 %)
