KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost (USD),625.55,355.23 (-43.2 %),389.11 (-37.8 %)
Regret vs perfect foresight (USD),—,0.00 (0.0 %),33.88 (+5.4 %)
Energy bought (kWh),3109.5,2859.8 (-8.0 %),2979.3 (-4.2 %)
Energy sold (kWh),494.4,30.7 (-93.8 %),166.4 (-66.3 %)
