KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,610.41,413.18 (-32.3 %),496.41 (-18.7 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),83.22 (+13.6 %)
Energy bought (kWh),3270.6,2692.8 (-17.7 %),3321.5 (+1.6 %)
Energy sold (kWh),1022.8,330.4 (-67.7 %),949.4 (-7.2 %)
