KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,666.55,643.53 (-3.5 %),657.97 (-1.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),14.44 (+2.2 %)
Energy bought (kWh),8193.7,7917.5 (-3.4 %),8143.1 (-0.6 %)
Energy sold (kWh),321.3,13.7 (-95.7 %),217.5 (-32.3 %)
