KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,367.47,348.25 (-5.2 %),364.47 (-0.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),16.22 (+4.4 %)
Energy bought (kWh),4534.2,4300.7 (-5.2 %),4550.4 (+0.4 %)
Energy sold (kWh),274.7,13.8 (-95.0 %),287.8 (+4.8 %)
