KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,177.93,132.75 (-25.4 %),147.03 (-17.4 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),14.28 (+8.0 %)
Energy bought (kWh),2330.6,1656.4 (-28.9 %),1875.6 (-19.5 %)
Energy sold (kWh),782.1,33.7 (-95.7 %),247.1 (-68.4 %)
