KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,2374.06,2057.80 (-13.3 %),2153.08 (-9.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),95.28 (+4.0 %)
Energy bought (kWh),12190.6,11971.8 (-1.8 %),12608.4 (+3.4 %)
Energy sold (kWh),382.5,6.9 (-98.2 %),618.6 (+61.7 %)
