KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,294.63,238.09 (-19.2 %),268.58 (-8.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),30.49 (+10.3 %)
Energy bought (kWh),3680.3,2827.8 (-23.2 %),3318.8 (-9.8 %)
Energy sold (kWh),1039.9,93.7 (-91.0 %),578.7 (-44.4 %)
