KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,666.55,643.53 (-3.5 %),653.66 (-1.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),10.13 (+1.5 %)
Energy bought (kWh),8193.7,7917.5 (-3.4 %),8087.7 (-1.3 %)
Energy sold (kWh),321.3,13.7 (-95.7 %),182.9 (-43.1 %)
