KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,158.16,96.81 (-38.8 %),137.33 (-13.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),40.52 (+25.6 %)
Energy bought (kWh),2471.0,1437.9 (-41.8 %),2133.2 (-13.7 %)
Energy sold (kWh),1453.2,306.4 (-78.9 %),1003.5 (-30.9 %)
