KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,471.40,262.51 (-44.3 %),283.81 (-39.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),21.29 (+4.5 %)
Energy bought (kWh),2330.6,1677.5 (-28.0 %),1802.7 (-22.7 %)
Energy sold (kWh),782.1,21.4 (-97.3 %),162.2 (-79.3 %)
