KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,801.96,423.32 (-47.2 %),542.99 (-32.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),119.68 (+14.9 %)
Energy bought (kWh),4470.2,2740.1 (-38.7 %),3489.7 (-21.9 %)
Energy sold (kWh),2399.5,463.9 (-80.7 %),1194.1 (-50.2 %)
