KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1028.46,737.07 (-28.3 %),838.51 (-18.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),101.44 (+9.9 %)
Energy bought (kWh),4949.2,4329.1 (-12.5 %),5066.9 (+2.4 %)
Energy sold (kWh),790.7,24.3 (-96.9 %),748.8 (-5.3 %)
