KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,158.16,122.12 (-22.8 %),153.11 (-3.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),30.99 (+19.6 %)
Energy bought (kWh),2471.0,1851.1 (-25.1 %),2351.5 (-4.8 %)
Energy sold (kWh),1453.2,768.5 (-47.1 %),1249.6 (-14.0 %)
