KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,666.55,643.53 (-3.5 %),660.10 (-1.0 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),16.56 (+2.5 %)
Energy bought (kWh),8193.7,7917.5 (-3.4 %),8184.4 (-0.1 %)
Energy sold (kWh),321.3,13.7 (-95.7 %),281.3 (-12.4 %)
