KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,811.07,533.07 (-34.3 %),665.54 (-17.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),132.47 (+16.3 %)
Energy bought (kWh),4569.7,4113.6 (-10.0 %),4998.9 (+9.4 %)
Energy sold (kWh),768.3,32.0 (-95.8 %),907.1 (+18.1 %)
