KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,258.13,207.81 (-19.5 %),246.50 (-4.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),38.69 (+15.0 %)
Energy bought (kWh),3270.6,2497.4 (-23.6 %),3131.6 (-4.2 %)
Energy sold (kWh),1022.8,164.9 (-83.9 %),803.8 (-21.4 %)
