KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,367.47,348.25 (-5.2 %),359.06 (-2.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),10.82 (+2.9 %)
Energy bought (kWh),4534.2,4300.7 (-5.2 %),4466.1 (-1.5 %)
Energy sold (kWh),274.7,13.8 (-95.0 %),181.3 (-34.0 %)
