KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,641.11,437.58 (-31.7 %),556.88 (-13.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),119.30 (+18.6 %)
Energy bought (kWh),3448.2,3285.1 (-4.7 %),4114.5 (+19.3 %)
Energy sold (kWh),403.7,24.1 (-94.0 %),852.6 (+111.2 %)
