KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1164.59,806.16 (-30.8 %),951.04 (-18.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),144.87 (+12.4 %)
Energy bought (kWh),5669.5,5404.5 (-4.7 %),6552.9 (+15.6 %)
Energy sold (kWh),591.3,18.3 (-96.9 %),1167.4 (+97.4 %)
