KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,270.78,229.55 (-15.2 %),258.14 (-4.7 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),28.59 (+10.6 %)
Energy bought (kWh),3304.8,2712.9 (-17.9 %),3183.2 (-3.7 %)
Energy sold (kWh),723.4,66.4 (-90.8 %),544.9 (-24.7 %)
