controller,label,causal,Cost_EUR,Cost_EUR_Closed,Terminal_SOC_Adj_EUR,Energy_EUR,Power_EUR,Fixed_EUR,Cost_EUR_Total,Final_SOC_kWh,Charged_kWh,Discharged_kWh,Grid_Charged_kWh,Curtailed_kWh,Import_kWh,Export_kWh,Peak_Import_kW,Equivalent_Full_Cycles,N_Solves,SOC_Drift_kWh,Runtime_s,Agreed_Power_Iters,Agreed_Power_Converged
no_battery,No battery,True,304.9851725481985,304.9851725481985,0.0,294.62662019859823,10.358552349600004,150.67325627579697,455.65842882399545,4.0,0.0,0.0,0.0,0.0,3680.290000000006,1039.9420000000007,4.566,0.0,0,0.0,0.6187200546264648,1,True
self_consumption,Self-consumption,True,252.82459148199925,253.16756583944266,0.34297435744340304,243.2053577852996,9.6192336969,146.14042307098268,399.30798891042537,0.0,996.9478337950147,903.545420000003,0.0,0.0,2776.7445799999887,42.994166204986115,4.566,90.3545420000003,0,5.551115123125783e-17,1.285902738571167,2,True
fixed_schedule,Fixed schedule,True,272.87325126849873,273.2042950824056,0.3310438139069148,266.02663115879903,6.8466201097,145.19921073751328,418.4035058199189,0.1391421052631553,1087.590443656509,985.2181904000014,595.8440617839335,0.0,3290.9158713839397,548.1956181274245,4.566,98.52181904000014,0,1.1102230246251565e-16,3.8327503204345703,6,True
delayed_pv_charge,Delayed PV charge,True,253.2367439064993,253.5797182639427,0.34297435744340304,243.61751020979955,9.6192336969,146.14042307098268,399.7201413349254,0.0,990.8629884872031,898.0538471097027,0.0,0.0,2782.236152890288,49.07901151279763,4.566,89.80538471097027,0,5.551115123125783e-17,1.2661356925964355,2,True
price_threshold,Price threshold,True,258.85464124329917,259.19761560074255,0.34297435744340304,247.55666468659928,11.297976556700002,144.60619776514184,403.80381336588437,0.0,1196.4942144044321,1083.636028500003,315.4204360110803,0.0,2912.0744075110742,158.868221606648,4.566,108.3636028500003,0,5.551115123125783e-17,1.9057247638702393,3,True
price_rank_daily,Day-ahead price rank,True,253.8183288878988,254.1613032453422,0.34297435744340304,244.70755051029926,9.110778377500003,145.21337941369464,399.3746826590368,0.0,1206.5763167686978,1092.735125883752,242.83680707340716,0.0,2830.391681189654,76.20249030470914,4.324,109.27351258837521,0,5.551115123125783e-17,1.8681697845458984,3,True
peak_shaving,Peak shaving,True,286.36793674679893,286.3129427148726,-0.05499403192636975,282.24454644239876,4.123390304299999,114.84541872080827,401.15836143568083,4.641377767554471,334.8017039332494,301.54922892058096,121.76775982385286,0.0,3500.508530903368,826.9080558906035,3.408,30.154922892058096,0,0.0,1.344529390335083,2,True
self_consumption_peak_shaving,Self-consumption + peak shaving,True,256.68843380459975,256.73227585569936,0.043842051099608745,248.44622268289964,8.242211121600002,123.42258173751947,380.1548575932188,3.4886842103716926,1012.8253211430836,914.5606023317816,113.97975567871022,0.0,2879.709153346912,141.09643453562646,4.145775526307357,91.45606023317816,0,0.0,3.4051923751831055,5,True
tariff_arbitrage,Tariff arbitrage,True,276.6163365309995,276.9310155039538,0.3146789729543223,264.5600435608996,12.0562929701,122.19297886600955,399.1239943699634,0.32999999999999996,2265.6873742123635,2048.26935522664,1876.2211844351298,0.0,3508.241829208484,650.4758102227695,4.566,204.826935522664,0,5.551115123125783e-17,2.620427370071411,3,True
price_oracle,Price threshold (foresight),False,255.45265219699877,255.79562655444218,0.34297435744340304,245.8039290222989,9.6487231746,146.76663727408828,402.5622638285305,0.0,1193.3101200346252,1080.7623833312516,274.6068773753462,0.0,2874.1344940441,121.23875734072017,4.566,108.07623833312516,0,5.551115123125783e-17,1.2658281326293945,2,True
