KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,367.47,348.25 (-5.2 %),363.11 (-1.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),14.86 (+4.0 %)
Energy bought (kWh),4534.2,4300.7 (-5.2 %),4533.9 (-0.0 %)
Energy sold (kWh),274.7,13.8 (-95.0 %),267.1 (-2.7 %)
