KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,245.44,217.45 (-11.4 %),239.75 (-2.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),22.31 (+9.1 %)
Energy bought (kWh),3099.7,2714.0 (-12.4 %),3066.5 (-1.1 %)
Energy sold (kWh),455.3,26.0 (-94.3 %),376.8 (-17.2 %)
