KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,283.53,257.34 (-9.2 %),278.59 (-1.7 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),21.25 (+7.5 %)
Energy bought (kWh),3448.2,3098.7 (-10.1 %),3441.2 (-0.2 %)
Energy sold (kWh),403.7,15.5 (-96.2 %),370.8 (-8.2 %)
