KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,562.65,293.22 (-47.9 %),392.97 (-30.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),99.75 (+17.7 %)
Energy bought (kWh),3082.3,1973.4 (-36.0 %),2674.3 (-13.2 %)
Energy sold (kWh),2034.4,775.7 (-61.9 %),1474.1 (-27.5 %)
