KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,257.30,237.09 (-7.9 %),251.37 (-2.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),14.27 (+5.5 %)
Energy bought (kWh),3203.1,2906.5 (-9.3 %),3143.5 (-1.9 %)
Energy sold (kWh),493.6,163.2 (-66.9 %),414.4 (-16.0 %)
