KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,270.78,229.55 (-15.2 %),254.57 (-6.0 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),25.03 (+9.2 %)
Energy bought (kWh),3304.8,2712.9 (-17.9 %),3120.6 (-5.6 %)
Energy sold (kWh),723.4,66.4 (-90.8 %),474.0 (-34.5 %)
