KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,894.40,620.25 (-30.7 %),763.40 (-14.6 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),143.15 (+16.0 %)
Energy bought (kWh),4949.2,4454.5 (-10.0 %),5423.4 (+9.6 %)
Energy sold (kWh),790.7,28.6 (-96.4 %),996.2 (+26.0 %)
