KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,426.63,387.39 (-9.2 %),416.03 (-2.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),28.64 (+6.7 %)
Energy bought (kWh),5965.7,5362.1 (-10.1 %),5805.9 (-2.7 %)
Energy sold (kWh),2546.2,1870.7 (-26.5 %),2260.6 (-11.2 %)
