KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,158.16,96.81 (-38.8 %),132.66 (-16.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),35.85 (+22.7 %)
Energy bought (kWh),2471.0,1437.9 (-41.8 %),2033.2 (-17.7 %)
Energy sold (kWh),1453.2,306.4 (-78.9 %),901.7 (-38.0 %)
