KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1066.29,751.00 (-29.6 %),823.60 (-22.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),72.59 (+6.8 %)
Energy bought (kWh),5156.5,4713.7 (-8.6 %),5286.8 (+2.5 %)
Energy sold (kWh),603.5,8.6 (-98.6 %),570.8 (-5.4 %)
