KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,926.29,642.58 (-30.6 %),739.19 (-20.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),96.61 (+10.4 %)
Energy bought (kWh),4569.7,3968.3 (-13.2 %),4544.8 (-0.5 %)
Energy sold (kWh),768.3,26.2 (-96.6 %),613.4 (-20.2 %)
