KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,257.30,231.78 (-9.9 %),245.54 (-4.6 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),13.76 (+5.3 %)
Energy bought (kWh),3203.1,2853.5 (-10.9 %),3070.8 (-4.1 %)
Energy sold (kWh),493.6,106.0 (-78.5 %),323.0 (-34.6 %)
