KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,270.78,229.55 (-15.2 %),247.84 (-8.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),18.29 (+6.8 %)
Energy bought (kWh),3304.8,2712.9 (-17.9 %),3000.8 (-9.2 %)
Energy sold (kWh),723.4,66.4 (-90.8 %),350.8 (-51.5 %)
