KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,304.47,284.13 (-6.7 %),299.59 (-1.6 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),15.46 (+5.1 %)
Energy bought (kWh),3740.4,3494.0 (-6.6 %),3733.8 (-0.2 %)
Energy sold (kWh),285.4,12.3 (-95.7 %),271.6 (-4.8 %)
