KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,426.63,387.39 (-9.2 %),422.45 (-1.0 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),35.06 (+8.2 %)
Energy bought (kWh),5965.7,5362.1 (-10.1 %),5890.0 (-1.3 %)
Energy sold (kWh),2546.2,1870.7 (-26.5 %),2264.5 (-11.1 %)
