KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,2374.06,2057.80 (-13.3 %),2123.94 (-10.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),66.14 (+2.8 %)
Energy bought (kWh),12190.6,11971.8 (-1.8 %),12396.9 (+1.7 %)
Energy sold (kWh),382.5,6.9 (-98.2 %),423.1 (+10.6 %)
