KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,363.60,202.55 (-44.3 %),325.13 (-10.6 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),122.58 (+33.7 %)
Energy bought (kWh),2471.0,1392.0 (-43.7 %),2398.3 (-2.9 %)
Energy sold (kWh),1453.2,252.2 (-82.6 %),1278.2 (-12.0 %)
