KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,383.79,352.40 (-8.2 %),371.13 (-3.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),18.73 (+4.9 %)
Energy bought (kWh),4741.6,4312.6 (-9.0 %),4622.2 (-2.5 %)
Energy sold (kWh),554.7,77.5 (-86.0 %),383.3 (-30.9 %)
