KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,2374.06,2057.80 (-13.3 %),2154.18 (-9.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),96.38 (+4.1 %)
Energy bought (kWh),12190.6,11971.8 (-1.8 %),12445.4 (+2.1 %)
Energy sold (kWh),382.5,6.9 (-98.2 %),476.2 (+24.5 %)
