KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,909.52,680.68 (-25.2 %),767.50 (-15.6 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),86.82 (+9.5 %)
Energy bought (kWh),4534.2,4389.1 (-3.2 %),4814.6 (+6.2 %)
Energy sold (kWh),274.7,11.8 (-95.7 %),445.0 (+62.0 %)
